X,Y
0,43.158
1,36.479
2,37.016
3,44.065
4,72.890
5,103.798
6,129.208
7,138.637
8,131.246
9,113.266
10,94.242
11,79.202
12,73.219
13,80.089
14,92.697
15,108.819
16,120.502
17,120.487
18,110.464
19,95.802
20,87.770
21,89.305
22,102.687
23,124.153
24,145.206
25,160.070
26,165.715
27,157.970
28,132.537
29,100.214
30,81.654
31,88.137
32,105.420
33,130.684
34,156.397
35,174.083
36,181.278
37,174.838
38,148.608
39,118.072
40,84.465
41,59.938
