X,Y
0,4.750
1,7.642
2,21.911
3,53.493
4,92.548
5,132.688
6,161.521
7,171.677
8,165.157
9,153.827
10,137.344
11,124.880
12,126.205
13,142.241
14,162.831
15,174.132
16,180.949
17,162.795
18,137.229
19,111.475
20,93.375
21,91.272
22,107.723
23,135.562
24,162.462
25,180.592
26,175.334
27,160.448
28,136.996
29,120.371
30,126.086
31,146.712
32,169.627
33,185.032
34,188.306
35,173.849
36,147.956
37,116.689
38,93.744
39,90.035
40,108.566
